발생원인_기타,피해면적_합계,화재시간,latitude ,longitude,기온,풍속,습도,강수량,임목존재코드,임종코드,임상코드,수종그룹코드,ta,ws,hm,pa,pv,td,ts,dc10Tca,dc10LmcsCa,시도,시군구,읍면동리,피해금액
298,0.0295588022415443,1.0,35.89725555555555,128.58707777777778,17.6,15.1,52.0,0.0,1.0,2.0,2.0,34.0,18.5,3.3,43.0,1015.4,9.1,5.6,14.5,0.0,0.0,경남,창원,의창,5229485
767,0.1823215567939546,2.0,36.69557222222222,129.09071111111112,14.3,20.3,55.0,0.0,1.0,2.0,2.0,34.0,28.2,3.6,25.0,1006.2,9.5,6.2,36.5,0.0,0.0,충남,예산,대흥,14167634
573,0.0953101798043248,1.0,36.07538611111112,126.79752222222224,13.4,23.8,61.0,0.0,1.0,2.0,2.0,34.0,25.3,4.1,25.0,1006.2,8.0,3.8,35.1,0.0,0.0,전남,순천,해룡,9076598
352,0.6931471805599453,7.0,37.719591666666666,127.16026666666669,14.4,18.7,42.0,0.8,2.0,0.0,0.0,82.0,22.6,5.9,37.0,1003.7,10.1,7.1,32.7,0.0,0.0,경기,의정부,장암,52056041
514,2.197224577336219,4.0,37.718494444444445,127.24645,14.4,18.7,42.0,0.8,0.0,0.0,0.0,91.0,22.6,5.9,37.0,1003.7,10.1,7.1,32.7,0.0,0.0,경기,용인,기흥,160059610
793,0.1823215567939546,1.0,36.55177777777777,129.3818361111111,16.9,14.0,54.0,0.0,1.0,2.0,1.0,11.0,26.1,4.5,29.0,1007.7,9.7,6.6,39.2,0.0,0.0,전북,진안,성수,14167634
659,2.391511302188447,5.0,36.415169444444444,126.97702222222222,14.3,22.7,54.0,0.0,1.0,1.0,2.0,37.0,24.2,3.9,29.0,1007.2,8.7,5.0,36.9,0.0,0.0,경기,연천,마산,171427326
952,1.029619417181158,2.0,35.07027777777778,127.80925,14.1,16.6,67.0,0.0,1.0,2.0,2.0,32.0,26.1,4.5,29.0,1007.7,9.7,6.6,39.2,0.0,0.0,경남,밀양,무안,75743032
706,0.009950330853168,1.0,37.67583333333333,126.89750833333332,14.5,19.4,41.0,1.4,1.0,1.0,1.0,14.0,19.2,6.7,43.0,1005.8,9.5,6.3,26.5,0.0,0.0,경기,여주,세종대왕,4082193
352,0.916290731874155,4.0,37.59169722222222,127.26795555555556,14.0,19.1,42.0,1.1,1.0,2.0,1.0,11.0,21.3,4.6,42.0,1003.9,10.6,7.8,30.8,0.0,0.0,인천,강화,화도,69112170
573,0.9555114450274363,3.0,37.99158333333333,127.0476861111111,13.6,20.9,47.0,1.1,1.0,2.0,2.0,34.0,23.1,5.2,35.0,1000.8,9.8,6.7,37.5,3.0,0.0,경남,함양,휴천,71406974
573,0.1823215567939546,1.0,37.87560555555556,127.04554166666668,13.6,20.9,47.0,1.1,1.0,2.0,1.0,11.0,22.0,3.8,39.0,1001.3,10.2,7.3,32.7,0.0,0.0,경북,청송,진보,14167634
371,0.1823215567939546,2.0,35.46248888888889,127.57590555555556,15.0,12.7,55.0,0.0,2.0,0.0,0.0,81.0,23.0,1.8,30.0,1008.9,8.4,4.4,27.7,0.0,0.0,인천,남동,도림,14167634
352,0.6931471805599453,6.0,37.89469722222222,127.21863055555556,13.6,20.9,47.0,1.1,1.0,2.0,2.0,30.0,19.9,3.4,39.0,1001.8,9.0,5.5,26.2,5.0,1.0,경기,용인,기흥,52056041
767,0.1133286853070031,1.0,34.65105833333333,126.90726388888888,14.9,14.0,59.0,0.0,1.0,2.0,2.0,34.0,20.0,3.1,30.0,1009.2,7.0,1.8,34.1,0.0,0.0,경기,시흥,정왕,10130861
573,5.069595786919765,22.0,36.80403055555556,126.56615277777776,13.1,25.6,68.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,봉화,봉화,364122049
365,1.3862943611198906,23.0,37.05011944444444,129.02275555555556,13.3,23.7,55.0,0.0,1.0,2.0,2.0,34.0,15.2,1.7,59.0,1010.8,10.2,7.2,19.5,0.0,0.0,경북,김천,감천,100612083
793,0.0861776962410523,3.0,35.38551111111111,127.62596388888888,13.2,10.1,46.0,0.0,1.0,2.0,3.0,77.0,21.7,2.3,27.0,1009.9,7.0,1.8,25.2,0.0,0.0,경기,하남,학암,8542257
767,0.0953101798043248,3.0,34.70887777777778,127.04090833333332,13.1,10.1,54.0,0.0,1.0,2.0,2.0,34.0,16.6,1.0,33.0,1013.5,6.2,0.2,37.6,0.0,0.0,경기,파주,적성,9076598
793,0.0953101798043248,1.0,35.31041111111111,128.6632277777778,13.8,12.8,45.0,0.0,1.0,2.0,2.0,30.0,16.4,2.7,31.0,1017.7,5.8,-0.7,21.8,0.0,0.0,충남,서산,고북,9076598
352,0.0953101798043248,2.0,36.665502777777775,126.81026944444444,11.9,12.6,48.0,0.0,2.0,0.0,0.0,82.0,7.3,0.7,47.0,1014.8,4.8,-3.2,12.4,0.0,0.0,경북,김천,지례,9076598
714,0.0953101798043248,3.0,34.90626944444444,127.53522222222222,12.9,22.0,61.0,0.0,1.0,2.0,1.0,11.0,16.9,1.7,30.0,1009.7,5.8,-0.8,21.6,0.0,0.0,경기,포천,신북,9076598
352,0.009950330853168,1.0,37.69922777777777,127.08136944444443,10.5,19.1,30.0,0.0,1.0,2.0,2.0,34.0,13.7,5.3,23.0,1002.2,3.6,-7.1,24.4,0.0,0.0,경기,용인,처인,4082193
573,0.0295588022415443,1.0,37.30555555555555,127.14843333333334,9.9,16.9,39.0,0.3,1.0,2.0,3.0,77.0,16.3,5.9,29.0,1001.5,5.4,-1.7,33.9,0.0,0.0,경기,포천,군내,5229485
793,0.3364722366212129,2.0,35.684644444444444,127.2842722222222,10.2,15.8,68.0,0.0,1.0,1.0,1.0,11.0,16.1,2.8,40.0,1010.5,7.3,2.4,26.0,0.0,0.0,경기,양평,양동,27186990
352,0.1823215567939546,2.0,37.99158333333333,127.0476861111111,10.4,20.2,36.0,0.0,1.0,1.0,1.0,14.0,15.6,3.5,27.0,1003.7,4.8,-3.3,29.3,0.0,0.0,울산,중,다운,14167634
926,0.1655144384775733,2.0,35.48271666666667,128.640175,13.1,11.5,44.0,0.0,1.0,2.0,1.0,15.0,14.0,2.1,50.0,1008.8,8.0,3.7,14.7,1.0,0.0,경북,봉화,소천,13184249
270,0.0198026272961797,1.0,37.27143611111111,127.6475027777778,10.9,11.2,47.0,0.0,2.0,0.0,0.0,82.0,18.5,2.6,20.0,1006.2,4.2,-4.9,32.0,8.0,5.0,경북,구미,황상,4658651
825,0.0861776962410523,1.0,37.71073333333334,126.42698333333334,10.4,10.4,63.0,0.0,1.0,2.0,2.0,34.0,14.2,2.7,42.0,1013.4,6.8,1.4,23.7,7.0,0.0,울산,울주,범서,8542257
793,0.1310282624064041,1.0,35.54911111111111,127.72926944444444,12.3,7.9,43.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,서울,성북,종암,11166463
690,0.0953101798043248,2.0,36.514402777777775,129.0667472222222,11.7,10.2,50.0,0.0,1.0,2.0,2.0,34.0,20.4,3.2,27.0,1013.7,6.4,0.7,37.1,0.0,0.0,전북,남원,내척,9076598
653,0.048790164169432,2.0,37.411205555555554,126.73078055555555,8.7,18.4,52.0,0.0,1.0,2.0,2.0,34.0,16.9,5.2,42.0,1010.6,8.0,3.8,30.1,9.0,0.0,경기,양평,양서,6354712
270,0.0295588022415443,1.0,37.27258888888889,127.17295555555556,8.8,16.9,46.0,0.0,1.0,2.0,1.0,11.0,17.0,3.7,24.0,1006.6,4.6,-3.7,31.2,6.0,0.0,전북,무주,설천,5229485
573,0.5877866649021191,3.0,37.36004722222222,126.797275,8.5,18.0,48.0,0.0,1.0,1.0,1.0,14.0,15.7,4.0,28.0,1007.3,5.0,-2.7,30.7,6.0,1.0,충남,공주,계룡,41891397
1057,4.875197323201151,173.0,36.88976666666667,128.91594444444445,8.0,16.6,47.0,0.0,2.0,0.0,0.0,82.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,여주,세종대왕,352747795
573,0.1484200051182732,1.0,36.033630555555554,128.16121111111113,8.8,16.6,45.0,0.0,1.0,2.0,2.0,32.0,20.1,3.0,19.0,1014.2,4.5,-4.2,32.6,9.0,0.0,경기,연천,신서,12184054
352,2.197224577336219,5.0,37.50343333333333,127.15749166666669,10.3,15.5,36.0,0.0,1.0,2.0,3.0,77.0,11.3,3.7,36.0,1012.0,4.8,-3.2,10.3,0.0,0.0,전북,장수,산서,160059610
573,0.0953101798043248,2.0,37.91681944444444,126.9734888888889,10.0,14.8,42.0,0.0,1.0,2.0,3.0,77.0,15.6,3.2,26.0,1012.2,4.6,-3.8,24.1,0.0,0.0,경남,사천,정동,9076598
793,0.0676586484738148,2.0,36.79109166666667,126.45098333333334,8.8,13.0,52.0,0.0,1.0,2.0,2.0,32.0,18.5,2.3,17.0,1019.4,3.6,-7.0,30.5,0.0,0.0,경기,군포,부곡,7458707
767,0.1570037488096647,1.0,35.97215833333333,128.03350833333334,9.0,9.7,42.0,0.0,1.0,2.0,2.0,34.0,19.2,3.1,20.0,1019.8,4.4,-4.3,35.6,0.0,0.0,전남,순천,서,12686289
573,0.2070141693843261,1.0,37.93565555555555,127.17616111111111,10.0,14.8,42.0,0.0,1.0,2.0,1.0,11.0,17.6,3.4,24.0,1013.6,4.8,-3.2,33.7,0.0,0.0,서울,중랑,면목,15612399
573,0.0953101798043248,1.0,37.19955555555556,127.25627777777778,9.8,14.8,43.0,0.0,1.0,1.0,1.0,14.0,17.6,3.4,24.0,1013.6,4.8,-3.2,33.7,0.0,0.0,경남,사천,서포,9076598
270,0.0953101798043248,1.0,37.89469722222222,127.21863055555556,10.0,14.8,42.0,0.0,1.0,2.0,3.0,77.0,16.3,2.5,26.0,1013.9,4.8,-3.2,33.0,0.0,0.0,강원,삼척,가곡,9076598
573,0.009950330853168,1.0,37.01650833333333,127.56265833333332,9.0,13.3,46.0,0.0,1.0,2.0,2.0,34.0,15.7,2.0,30.0,1023.6,5.4,-1.8,36.6,0.0,0.0,경기,가평,청평,4082193
767,0.0198026272961797,1.0,35.57594166666667,129.31393611111113,11.2,13.0,61.0,0.0,1.0,2.0,2.0,34.0,13.3,1.0,44.0,1022.1,6.7,1.2,26.5,0.0,0.0,경기,양평,청운,4658651
352,1.504077396776274,6.0,36.853233333333336,129.08621944444445,9.2,10.4,48.0,0.0,1.0,2.0,3.0,77.0,5.0,1.5,97.0,1022.8,8.4,4.5,5.2,0.0,0.0,경남,창원,마산합포,111503568
767,0.0953101798043248,1.0,36.129983333333335,128.40544166666666,9.4,11.2,42.0,0.0,1.0,1.0,1.0,14.0,17.6,2.3,19.0,1019.0,3.8,-6.3,32.3,1.0,1.0,경남,창녕,유어,9076598
428,0.0953101798043248,1.0,35.54106111111111,129.27252777777778,9.5,14.0,60.0,0.5,1.0,2.0,1.0,11.0,15.3,3.2,38.0,1016.6,6.6,1.0,24.8,0.0,0.0,경남,의령,화정,9076598
352,0.009950330853168,3.0,37.58038611111112,127.00876944444444,9.4,15.5,35.0,0.0,1.0,2.0,2.0,31.0,15.3,3.2,38.0,1016.6,6.6,1.0,24.8,0.0,0.0,부산,기장,기장,4082193
233,0.0861776962410523,1.0,35.42371111111111,127.38693611111113,7.1,13.3,49.0,0.0,1.0,2.0,1.0,11.0,13.4,1.9,42.0,1021.3,6.4,0.7,28.7,0.0,0.0,충남,부여,임천,8542257
766,0.0295588022415443,1.0,37.54063055555555,127.397675,8.0,15.5,48.0,0.0,1.0,2.0,2.0,34.0,15.1,2.5,25.0,1019.9,4.3,-4.8,31.1,0.0,0.0,경북,김천,농소,5229485
635,1.791759469228055,23.0,36.018855555555554,127.78801666666666,7.7,13.0,58.0,0.0,1.0,1.0,1.0,14.0,12.1,4.4,29.0,1019.0,4.1,-5.4,26.4,0.0,0.0,경북,의성,의성,128335846
203,0.009950330853168,2.0,36.234072222222224,127.23978611111112,7.8,17.3,56.0,0.0,1.0,2.0,1.0,11.0,14.3,2.2,17.0,1018.6,2.8,-10.4,29.3,0.0,0.0,경남,김해,주촌,4082193
490,0.1397619423751587,2.0,37.27143611111111,127.6475027777778,7.7,16.2,47.0,0.0,1.0,2.0,1.0,11.0,15.6,2.8,24.0,1011.6,4.2,-4.9,29.6,1.0,0.0,전북,남원,이백,11677471
590,0.4054651081081644,3.0,38.14113055555556,127.17299166666668,6.0,15.1,46.0,0.0,1.0,1.0,1.0,14.0,10.9,1.1,37.0,1014.5,4.8,-3.2,21.2,0.0,0.0,전남,함평,나산,31223763
793,0.0953101798043248,1.0,35.55981666666666,127.40804166666668,7.9,6.8,69.0,0.2,1.0,2.0,3.0,77.0,12.0,4.6,42.0,1019.8,5.9,-0.5,11.2,3.0,1.0,경기,의정부,녹양,9076598
142,0.009950330853168,1.0,35.056675,128.0979861111111,8.9,16.9,67.0,0.4,1.0,2.0,1.0,11.0,12.8,2.6,40.0,1022.4,5.9,-0.4,25.0,6.0,6.0,강원,춘천,동산,4082193
420,0.636576829071551,3.0,37.31281666666666,126.9302277777778,8.2,15.1,48.0,0.2,1.0,2.0,3.0,77.0,12.9,1.4,38.0,1015.9,5.6,-1.1,25.3,2.0,0.0,경남,산청,사천,48746110
793,0.6931471805599453,3.0,34.90626944444444,127.53522222222222,9.3,12.7,70.0,0.9,1.0,1.0,1.0,14.0,7.3,0.8,89.0,1018.5,9.1,5.6,6.2,6.0,1.0,전북,남원,주생,52056041
352,0.0198026272961797,3.0,37.57115555555556,127.09574166666668,8.4,15.5,45.0,0.3,1.0,2.0,2.0,34.0,7.6,0.9,63.0,1017.4,6.5,0.9,5.9,1.0,0.0,경기,화성,매송,4658651
233,0.048790164169432,1.0,34.97875833333334,127.96500555555556,10.0,9.4,62.0,0.0,1.0,2.0,1.0,11.0,17.4,2.7,26.0,1017.2,5.2,-2.3,24.9,0.0,0.0,전북,남원,수지,6354712
771,0.5007752879124893,4.0,37.43783055555555,129.1786222222222,9.2,19.8,49.0,0.0,1.0,2.0,2.0,30.0,8.4,5.0,40.0,934.4,4.4,-4.4,11.1,0.0,0.0,전남,곡성,죽곡,36800362
490,0.0861776962410523,1.0,37.72955833333334,127.42266111111113,6.7,7.9,37.0,0.0,1.0,2.0,1.0,11.0,7.6,2.7,13.0,934.6,1.4,-19.1,15.0,0.0,0.0,경기,여주,북내,8542257
708,0.262364264467491,1.0,37.55023333333333,127.70747222222222,6.1,6.5,39.0,0.0,1.0,2.0,1.0,15.0,9.3,1.8,32.0,1021.7,3.8,-6.5,23.0,0.0,0.0,경기,용인,처인,18850933
767,0.0198026272961797,0.0,35.09798055555556,128.58700833333333,8.7,17.3,37.0,0.0,2.0,0.0,0.0,82.0,11.0,1.8,33.0,1022.0,4.3,-4.6,18.3,8.0,0.0,충남,공주,우성,4658651
930,0.0953101798043248,2.0,35.541088888888886,128.38155277777778,11.0,20.5,53.0,0.0,2.0,0.0,0.0,82.0,9.2,5.5,33.0,1012.6,3.8,-6.2,6.5,7.0,0.0,충남,서산,지곡,9076598
233,0.9042181506398858,2.0,35.29942222222222,128.22776944444445,9.8,7.2,52.0,0.0,1.0,2.0,1.0,15.0,15.2,2.5,34.0,1009.9,5.9,-0.5,19.0,1.0,0.0,충남,보령,주산,68405803
352,0.2851789422336623,1.0,35.307805555555554,129.21098333333333,7.6,9.4,69.0,0.0,1.0,2.0,2.0,30.0,13.5,4.4,42.0,1006.3,6.5,0.8,20.6,3.0,1.0,경북,경주,외동,20185819
767,0.0861776962410523,1.0,36.17656111111111,126.92153055555556,6.5,15.1,47.0,0.0,1.0,2.0,3.0,77.0,12.1,2.4,24.0,1013.1,3.4,-7.9,20.9,4.0,0.0,경기,광주,초월,8542257
1029,0.3920420877760237,3.0,36.11016666666667,128.20339444444443,10.6,12.4,48.0,0.0,1.0,1.0,1.0,12.0,21.8,2.0,20.0,1007.2,5.2,-2.1,26.2,5.0,0.0,전북,임실,강진,30438382
270,0.1397619423751587,1.0,36.41184722222222,128.47431944444443,13.0,10.2,63.0,0.0,1.0,2.0,3.0,77.0,15.7,0.5,64.0,1007.6,11.3,8.8,11.7,8.0,2.0,전북,장수,산서,11677471
793,0.4700036292457355,4.0,35.24340277777778,128.81788333333333,13.2,19.8,73.0,0.0,1.0,2.0,1.0,11.0,14.5,0.8,82.0,1011.6,13.5,11.4,12.6,7.0,7.0,경남,창녕,고암,34999912
270,0.0198026272961797,1.0,35.43957222222222,127.449475,14.2,15.8,68.0,0.3,1.0,2.0,1.0,11.0,18.8,2.3,50.0,1006.0,10.8,8.1,12.5,1.0,1.0,경기,가평,가평,4658651
514,1.3862943611198906,7.0,35.07095555555556,126.51557777777778,13.9,25.6,74.0,0.0,1.0,2.0,2.0,34.0,21.5,3.2,61.0,1008.5,15.6,13.6,39.8,6.0,6.0,전북,남원,덕과,100612083
270,0.0953101798043248,1.0,37.76286666666667,127.0022,8.6,10.8,64.0,2.0,2.0,0.0,0.0,82.0,11.3,0.0,54.0,1003.6,7.2,2.3,13.4,8.0,8.0,전북,장수,변암,9076598
471,0.2851789422336623,3.0,37.88840833333333,127.73390833333332,8.6,10.1,71.0,1.0,1.0,1.0,1.0,14.0,8.8,0.6,54.0,1009.6,6.1,0.0,9.9,2.8704119850187264,1.2687422166874225,강원,홍천,북방,20185819
885,1.5686159179138452,6.0,35.056675,128.0979861111111,13.5,19.4,79.0,0.0,1.0,2.0,2.0,34.0,7.3,0.4,97.0,1011.9,9.9,6.8,4.7,0.0,0.0,제주,서귀포,서호,115279717
270,0.009950330853168,1.0,35.398130555555554,127.32833611111111,10.5,9.4,55.0,0.1,1.0,2.0,3.0,77.0,18.3,1.7,49.0,1008.6,10.2,7.3,27.4,0.0,0.0,울산,울주,상북,4082193
352,0.262364264467491,1.0,37.24993888888889,126.91661388888888,8.5,9.4,52.0,0.0,1.0,1.0,1.0,11.0,18.4,1.2,40.0,1002.7,8.4,4.5,22.0,6.0,0.0,충남,당진,대호지,18850933
767,0.0392207131532812,1.0,35.338680555555555,127.41553888888888,10.5,9.4,55.0,0.1,1.0,2.0,2.0,33.0,18.4,1.6,49.0,1009.6,10.3,7.4,32.7,8.0,8.0,경기,고양,덕양,5794803
406,0.0953101798043248,2.0,35.15571388888889,127.32508888888889,7.6,5.4,64.0,0.0,1.0,2.0,2.0,30.0,11.5,2.2,50.0,1012.3,6.8,1.4,6.1,6.0,6.0,대구,수성,파,9076598
1052,0.5068176023684519,2.0,37.27143611111111,127.6475027777778,7.2,9.5,54.0,0.0,1.0,2.0,2.0,32.0,16.2,4.4,15.0,1005.6,2.8,-10.5,18.4,7.0,0.0,경남,사천,사천,37153897
885,0.1823215567939546,1.0,37.16475277777778,127.19183055555555,7.0,11.5,57.0,0.0,1.0,2.0,1.0,11.0,16.2,4.4,15.0,1005.6,2.8,-10.5,18.4,7.0,0.0,경남,남해,이동,14167634
270,0.0953101798043248,2.0,36.412238888888886,127.05693055555555,7.4,10.1,59.0,0.0,1.0,2.0,2.0,30.0,16.5,0.9,21.0,1013.0,3.9,-5.9,24.8,10.0,0.0,울산,울주,언양,9076598
233,0.6931471805599453,2.0,36.84705,126.42763611111113,5.9,16.2,73.0,0.0,1.0,2.0,2.0,30.0,14.0,1.1,28.0,1013.9,4.5,-4.2,21.6,10.0,0.0,충남,부여,부여,52056041
767,0.3435897043900768,4.0,36.17803333333333,126.65879166666669,6.8,10.4,68.0,0.0,1.0,1.0,1.0,14.0,12.1,0.9,35.0,1014.7,4.9,-2.9,19.6,9.0,0.0,부산,강서,지사,27603433
767,0.7701082216960736,15.0,35.65181944444444,129.30343055555556,9.7,14.8,58.0,0.0,1.0,1.0,1.0,14.0,4.6,1.0,87.0,1016.6,7.4,2.6,2.6,7.0,5.0,경남,함양,서하,56559032
352,0.0582689081239757,2.0,37.36846944444444,127.27747222222222,7.1,6.2,55.0,0.0,1.0,2.0,1.0,11.0,17.7,1.2,25.0,1011.9,5.0,-2.6,23.0,0.0,0.0,대구,달성,가창,6909313
687,0.262364264467491,2.0,35.54038611111111,127.12796944444445,7.3,6.5,59.0,0.0,1.0,1.0,1.0,14.0,15.7,1.6,23.0,1014.5,4.1,-5.4,36.0,0.0,0.0,경남,밀양,무안,18850933
793,0.1823215567939546,2.0,35.612833333333334,127.39866111111112,7.3,6.5,59.0,0.0,1.0,1.0,1.0,14.0,15.7,1.6,23.0,1014.5,4.1,-5.4,36.0,0.0,0.0,충남,당진,송산,14167634
233,0.0953101798043248,2.0,35.605383333333336,128.50701944444444,8.0,8.6,52.0,0.0,1.0,2.0,2.0,34.0,15.6,1.8,24.0,1014.4,4.2,-4.9,31.7,0.0,0.0,충남,청양,남양,9076598
767,0.832909122935104,5.0,37.85001111111112,127.55335,5.6,4.0,59.0,0.0,1.0,2.0,1.0,11.0,7.4,3.8,60.0,930.8,6.2,0.1,15.6,4.0,0.0,경북,경주,문무대왕,60233512
233,0.0953101798043248,1.0,35.529691666666665,127.34676388888889,7.3,6.5,59.0,0.0,1.0,2.0,2.0,34.0,13.5,1.4,29.0,1014.7,4.5,-4.2,35.8,0.0,0.0,경북,영주,풍기,9076598
767,0.6931471805599453,5.0,35.566536111111105,127.5538111111111,4.2,11.2,47.0,0.0,1.0,2.0,1.0,11.0,7.4,1.7,58.0,1012.0,6.0,-0.3,3.1,0.0,0.0,경기,안산,상록,52056041
498,0.7419373447293773,3.0,37.69991111111111,127.85619722222222,2.7,7.2,53.0,0.0,1.0,2.0,2.0,30.0,11.5,1.3,39.0,1008.5,5.3,-1.9,18.1,2.8704119850187264,1.2687422166874225,충남,당진,채운,54910754
270,0.1823215567939546,2.0,33.241994444444444,126.52418888888889,9.6,16.1,50.0,0.0,1.0,2.0,2.0,34.0,13.3,3.9,50.0,1018.1,7.6,3.0,23.7,0.0,0.0,경남,양산,상북,14167634
270,0.1823215567939546,1.0,35.59289444444445,129.04253333333332,7.6,11.6,34.0,0.0,1.0,1.0,1.0,14.0,9.4,1.3,22.0,1009.1,2.6,-11.2,12.7,0.0,0.0,강원,강릉,옥계,14167634
767,0.0295588022415443,1.0,36.98724444444444,126.52073055555556,2.4,13.7,52.0,0.0,1.0,2.0,1.0,11.0,9.9,1.9,18.0,1011.3,2.2,-13.3,21.1,0.0,0.0,강원,강릉,성산,5229485
493,0.009950330853168,1.0,37.64579444444444,126.84320833333332,2.2,10.8,29.0,0.0,1.0,2.0,2.0,32.0,5.7,2.9,21.0,1011.7,1.9,-14.9,13.5,7.0,0.0,경남,함양,마천,4082193
767,0.0392207131532812,2.0,35.84065833333334,128.6457472222222,4.1,6.1,31.0,0.0,1.0,2.0,1.0,11.0,9.3,3.5,41.0,1008.5,4.8,-3.3,21.1,8.0,0.0,경기,광주,초월,5794803
233,0.009950330853168,0.0,35.11590277777778,128.09953055555556,3.2,9.8,42.0,0.0,1.0,2.0,2.0,30.0,9.6,3.8,14.0,1011.6,1.7,-16.6,16.4,0.0,0.0,서울,강남,강남,4082193
1043,0.0953101798043248,2.0,34.792541666666665,127.950475,5.0,14.5,41.0,0.0,1.0,2.0,2.0,33.0,9.5,3.9,33.0,1008.7,3.9,-6.0,16.8,0.0,0.0,충남,아산,염치,9076598
767,2.4849066497880004,10.0,35.574533333333335,129.11256388888887,3.8,20.9,30.0,0.0,1.0,1.0,1.0,12.0,8.9,3.1,21.0,1008.1,2.4,-12.2,23.0,0.0,0.0,경북,구미,옥성,180891888
767,0.0582689081239757,2.0,36.27750277777778,126.924675,2.1,20.2,43.0,0.0,1.0,2.0,3.0,77.0,5.8,3.4,18.0,1014.6,1.7,-16.7,21.6,0.0,0.0,강원,영월,김삿갓,6909313
885,0.6931471805599453,2.0,35.12455555555555,128.89092777777776,4.5,19.1,30.0,0.0,1.0,2.0,3.0,77.0,6.9,4.1,23.0,1011.9,2.3,-12.8,32.1,0.0,0.0,경북,울진,북,52056041
793,0.0295588022415443,1.0,35.618202777777775,127.70591666666668,-0.3,16.2,44.0,0.0,0.0,0.0,0.0,91.0,3.5,3.7,28.0,1014.9,2.2,-13.3,11.6,0.0,0.0,경북,성주,초전,5229485
458,3.1763857732472487,184.0,35.77048333333333,128.6710222222222,4.3,29.9,42.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,인천,강화,길상,229350331
498,0.009950330853168,1.0,35.48271666666667,128.640175,4.9,28.8,44.0,0.0,1.0,2.0,1.0,11.0,10.6,3.8,10.0,1001.0,1.3,-19.8,18.0,0.0,0.0,경북,성주,선남,4082193
352,1.791759469228055,2.0,36.90277222222222,126.69876388888888,2.1,39.0,53.0,0.0,1.0,2.0,1.0,15.0,6.0,5.0,22.0,1008.9,2.1,-14.1,18.9,0.0,0.0,경북,영천,청통,128335846
441,0.0198026272961797,1.0,36.459944444444446,126.80789444444444,2.4,32.0,53.0,0.0,2.0,0.0,0.0,82.0,6.0,5.0,22.0,1008.9,2.1,-14.1,18.9,0.0,0.0,경기,안성,일죽,4658651
573,0.5877866649021191,3.0,35.853144444444446,129.18148888888888,4.9,29.9,39.0,0.0,1.0,2.0,1.0,11.0,8.6,5.3,18.0,1005.8,2.0,-14.4,23.0,0.0,0.0,경기,고양,덕양,41891397
349,1.5810384379124025,5.0,36.88578055555556,128.54561944444444,2.3,32.4,38.0,0.0,1.0,2.0,1.0,15.0,6.1,6.1,13.0,995.8,1.2,-20.3,26.6,0.0,0.0,경기,양주,광적,116006559
67,2.197224577336219,27.0,37.32246388888889,126.85224166666666,1.4,31.3,32.0,0.0,1.0,2.0,2.0,32.0,3.7,6.2,26.0,1007.8,2.1,-14.0,12.2,0.0,0.0,경북,문경,산북,160059610
757,0.0953101798043248,1.0,36.90631666666666,126.63971666666669,2.1,39.0,53.0,0.0,1.0,2.0,1.0,11.0,4.4,4.2,22.0,1009.4,1.8,-15.5,16.8,0.0,0.0,경남,창원,의창,9076598
67,0.4054651081081644,5.0,35.42149444444444,129.07330277777777,5.8,30.6,40.0,0.0,1.0,2.0,1.0,11.0,10.8,4.6,35.0,997.5,4.5,-4.0,6.2,0.0,0.0,충남,홍성,서부,31223763
361,8.340785314299122,156.0,37.59841388888889,129.05311111111112,3.9,39.2,35.0,0.0,1.0,2.0,2.0,30.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경북,안동,임하,599519348
352,3.462292481021966,23.0,37.79468611111111,128.858375,7.6,32.4,47.0,0.0,1.0,1.0,1.0,14.0,5.5,10.6,57.0,915.0,5.2,-2.3,1.5,7.0,4.0,충북,단양,대강,250078733
767,2.8507065015037334,11.0,35.41185,127.66975,6.4,15.8,50.0,0.0,1.0,2.0,2.0,33.0,11.8,1.6,58.0,1003.2,8.0,3.7,8.0,1.0,1.0,전남,곡성,겸,206294837
67,0.0861776962410523,2.0,37.36846944444444,127.27747222222222,5.1,28.4,52.0,1.1,2.0,0.0,0.0,81.0,13.1,5.4,58.0,1002.9,8.7,5.0,13.3,2.0,0.0,경남,합천,율곡,8542257
930,1.029619417181158,25.0,37.46894722222223,127.06156666666666,5.1,29.9,49.0,1.5,2.0,0.0,0.0,82.0,11.9,5.5,50.0,995.9,6.9,1.7,7.4,10.0,5.0,경기,용인,처인,75743032
