발생원인_기타,피해면적_합계,화재시간,latitude ,longitude,기온,풍속,습도,강수량,임목존재코드,임종코드,임상코드,수종그룹코드,ta,ws,hm,pa,pv,td,ts,dc10Tca,dc10LmcsCa,시도,시군구,읍면동리,피해금액
1062,0.009950330853168,1.0,37.42859166666666,127.27288055555556,7.0,6.5,53.0,0.0,1.0,2.0,2.0,34.0,13.5,1.5,44.0,1009.9,6.8,1.4,17.3,10.0,4.0,전남,보성,율어,4082193
376,0.009950330853168,0.0,37.49064444444445,127.61720277777778,5.9,6.1,61.0,0.0,1.0,2.0,3.0,77.0,10.9,1.8,39.0,1016.2,5.1,-2.5,16.6,2.8704119850187264,1.2687422166874225,충북,청주,서원,4082193
371,0.916290731874155,3.0,36.41184722222222,128.47431944444443,7.9,14.0,48.0,0.0,1.0,2.0,2.0,33.0,14.9,2.0,18.0,1011.8,3.0,-9.2,26.6,6.0,0.0,강원,철원,동송,69112170
468,0.4054651081081644,2.0,37.58402777777778,128.06940555555556,5.9,10.1,46.0,0.0,1.0,2.0,2.0,34.0,3.2,4.8,80.0,928.4,6.1,0.0,10.3,2.8704119850187264,1.2687422166874225,충북,제천,송학,31223763
767,0.4054651081081644,3.0,37.69922777777777,127.08136944444443,8.1,16.2,39.0,0.0,1.0,1.0,1.0,12.0,14.4,1.3,18.0,1006.0,3.0,-9.6,26.8,2.8704119850187264,1.2687422166874225,대전,대덕,장,31223763
377,0.6931471805599453,3.0,37.39785555555555,127.47091944444443,6.9,14.8,41.0,0.0,1.0,2.0,2.0,34.0,14.3,3.2,16.0,1013.5,2.6,-11.2,18.7,2.8704119850187264,1.2687422166874225,충남,서산,팔봉,52056041
715,0.3364722366212129,3.0,36.27546111111111,127.43361666666668,7.2,16.9,47.0,0.0,1.0,2.0,1.0,15.0,14.1,2.5,24.0,1012.5,3.8,-6.2,20.4,8.0,0.0,경기,화성,향남,27186990
767,0.009950330853168,1.0,38.04105,128.1636138888889,4.2,11.4,49.0,0.0,1.0,1.0,2.0,39.0,9.1,4.2,27.0,926.3,3.1,-8.9,12.1,2.8704119850187264,1.2687422166874225,충북,청주,상당,4082193
346,0.1397619423751587,1.0,36.63451388888889,128.23400555555554,6.1,15.1,53.0,0.0,1.0,2.0,3.0,77.0,14.7,3.0,15.0,1000.8,2.5,-11.7,23.6,3.0,0.0,전북,남원,산동,11677471
715,0.0198026272961797,1.0,37.69922777777777,127.08136944444443,6.9,16.2,47.0,0.0,1.0,1.0,1.0,11.0,14.2,4.4,17.0,1005.1,2.8,-10.5,20.6,2.8704119850187264,1.2687422166874225,경기,양평,양동,4658651
793,1.1631508098056809,2.0,36.92518888888889,128.84115277777778,4.0,13.7,56.0,0.0,1.0,2.0,3.0,77.0,14.4,1.8,13.0,1011.6,2.1,-13.7,20.6,4.0,0.0,대전,동,이사,83555953
715,0.3364722366212129,4.0,37.14438611111111,126.88472222222222,6.7,15.5,51.0,0.0,1.0,2.0,3.0,77.0,16.2,3.7,14.0,1005.2,2.6,-11.3,23.2,2.8704119850187264,1.2687422166874225,대구,북,관음,27186990
912,0.048790164169432,1.0,36.98851111111111,127.9028388888889,5.6,14.0,52.0,0.0,1.0,2.0,2.0,34.0,12.7,2.2,15.0,1012.5,2.2,-13.3,22.3,4.0,0.0,충북,충주,신니,6354712
371,0.009950330853168,1.0,35.74670555555556,127.52964722222222,4.2,7.6,53.0,0.0,1.0,2.0,2.0,31.0,9.7,2.0,34.0,1014.0,4.1,-5.4,18.8,4.0,0.0,충북,제천,봉양,4082193
276,0.0198026272961797,3.0,37.05179722222222,127.26896111111112,7.8,23.0,53.0,0.0,1.0,2.0,1.0,11.0,12.0,1.7,36.0,1002.2,5.0,-2.6,23.1,2.8704119850187264,1.2687422166874225,대구,동,각산,4658651
193,0.4054651081081644,2.0,36.656663888888886,128.30934444444446,7.7,13.0,64.0,0.6,1.0,2.0,2.0,34.0,14.5,3.2,29.0,1005.4,4.8,-3.3,22.9,3.0,3.0,경기,동두천,광암,31223763
793,0.0953101798043248,1.0,36.73191388888889,126.68035833333334,6.7,34.0,60.0,0.0,2.0,0.0,0.0,81.0,10.1,3.5,22.0,1008.5,2.7,-10.7,21.1,3.0,3.0,강원,춘천,동산,9076598
233,0.048790164169432,2.0,37.84215277777778,127.7495,7.9,6.0,50.0,0.0,1.0,2.0,2.0,34.0,17.4,2.0,19.0,1013.9,3.8,-6.5,12.0,2.8704119850187264,1.2687422166874225,경기,광주,퇴촌,6354712
715,0.048790164169432,3.0,35.346425,126.45389166666666,8.6,13.3,53.0,0.0,1.0,2.0,2.0,34.0,15.9,2.2,33.0,1014.5,6.0,-0.3,15.0,8.0,0.0,경북,경주,내남,6354712
301,0.1823215567939546,2.0,36.237858333333335,127.68851388888888,8.4,6.8,45.0,0.0,1.0,2.0,2.0,34.0,17.9,1.9,13.0,1016.0,2.7,-10.9,19.1,0.0,0.0,충북,괴산,사리,14167634
514,0.0392207131532812,1.0,36.50160277777778,126.59452222222222,8.6,9.7,52.0,0.0,2.0,0.0,0.0,82.0,17.9,1.9,13.0,1016.0,2.7,-10.9,19.1,0.0,0.0,충남,태안,근흥,5794803
190,0.0295588022415443,1.0,37.89469722222222,127.21863055555556,9.0,5.4,51.0,0.0,1.0,2.0,2.0,34.0,19.5,3.2,11.0,1010.1,2.5,-11.8,24.1,2.8704119850187264,1.2687422166874225,강원,춘천,서,5229485
767,0.009950330853168,2.0,35.58537777777778,127.32251111111113,7.8,7.9,44.0,0.0,1.0,2.0,2.0,31.0,17.6,2.1,25.0,1016.0,5.0,-2.6,26.2,0.0,0.0,강원,화천,상서,4082193
251,1.0986122886681096,4.0,37.838550000000005,127.51840555555556,7.9,6.0,50.0,0.0,1.0,1.0,2.0,37.0,11.3,2.6,25.0,933.9,3.3,-8.0,18.5,2.8704119850187264,1.2687422166874225,경남,고성,개천,79779805
251,0.4700036292457355,3.0,37.69822222222222,127.46781388888888,9.1,5.9,48.0,0.0,1.0,2.0,2.0,33.0,11.3,2.6,25.0,933.9,3.3,-8.0,18.5,2.8704119850187264,1.2687422166874225,충북,진천,문백,34999912
573,0.1823215567939546,1.0,37.19841666666667,128.4863083333333,7.9,6.5,45.0,0.0,1.0,2.0,1.0,11.0,11.3,2.6,25.0,933.9,3.3,-8.0,18.5,2.8704119850187264,1.2687422166874225,전북,임실,삼계,14167634
233,0.0295588022415443,1.0,35.92938888888889,128.00425833333333,6.5,7.9,46.0,0.0,2.0,0.0,0.0,82.0,17.4,1.9,16.0,1017.6,3.2,-8.7,34.1,0.0,0.0,경기,가평,가평,5229485
191,0.0953101798043248,1.0,35.17491388888889,126.86039722222222,8.9,9.7,39.0,0.0,1.0,2.0,1.0,11.0,14.3,3.7,62.0,1025.3,10.1,7.1,28.8,0.0,0.0,경북,구미,상모,9076598
295,0.048790164169432,1.0,37.06894444444445,127.89795833333334,9.8,6.1,46.0,0.0,1.0,1.0,1.0,11.0,14.4,1.6,21.0,1018.4,3.5,-7.6,23.1,1.0,0.0,강원,영월,김삿갓,6354712
715,0.262364264467491,1.0,37.46149444444445,126.66489166666668,9.3,10.8,63.0,0.0,1.0,1.0,1.0,14.0,15.8,1.7,19.0,1018.7,3.4,-7.8,33.4,0.0,0.0,경남,하동,양보,18850933
233,0.0953101798043248,2.0,37.64460277777778,127.17907777777778,10.1,6.1,52.0,0.0,1.0,2.0,3.0,77.0,16.5,1.6,20.0,1015.6,3.8,-6.5,35.2,0.0,0.0,인천,강화,화도,9076598
767,0.6418538861723948,4.0,37.78400277777778,126.96262777777778,8.6,5.4,51.0,0.0,1.0,2.0,2.0,34.0,17.6,1.9,16.0,1012.3,3.2,-8.5,29.0,2.8704119850187264,1.2687422166874225,인천,서,당하,49054870
1019,0.1823215567939546,2.0,35.514244444444444,128.85277777777776,8.4,10.4,51.0,0.0,1.0,2.0,1.0,11.0,14.5,5.3,43.0,1015.1,7.1,2.0,23.7,0.0,0.0,경북,청송,진보,14167634
1019,0.1823215567939546,2.0,35.514244444444444,128.85277777777776,8.4,10.4,51.0,0.0,1.0,2.0,1.0,11.0,17.6,1.9,16.0,1012.3,3.2,-8.5,29.0,2.8704119850187264,1.2687422166874225,경남,함양,휴천,14167634
233,0.1823215567939546,2.0,37.56580833333333,127.144725,10.1,6.1,52.0,0.0,1.0,2.0,3.0,77.0,14.5,5.3,43.0,1015.1,7.1,2.0,23.7,0.0,0.0,강원,춘천,서,14167634
233,0.1823215567939546,2.0,37.56580833333333,127.144725,10.1,6.1,52.0,0.0,1.0,2.0,3.0,77.0,17.6,1.9,16.0,1012.3,3.2,-8.5,29.0,2.8704119850187264,1.2687422166874225,전북,완주,소양,14167634
233,0.0295588022415443,2.0,34.591119444444445,126.60106388888887,10.3,15.1,41.0,0.0,1.0,2.0,1.0,11.0,17.1,3.1,25.0,1016.6,4.9,-3.1,35.5,0.0,0.0,서울,관악,신림,5229485
233,0.0953101798043248,2.0,36.603125,128.71970277777777,7.9,7.9,47.0,0.0,1.0,2.0,3.0,77.0,14.8,1.3,23.0,1009.4,3.9,-6.1,27.9,0.0,0.0,전북,장수,산서,9076598
33,0.0295588022415443,2.0,36.33705277777778,128.95371666666665,8.8,8.6,47.0,0.0,2.0,0.0,0.0,82.0,13.6,1.0,22.0,1020.4,3.4,-7.7,26.9,0.0,0.0,대전,중,사정,5229485
233,0.832909122935104,2.0,37.43778611111111,127.4261,9.1,5.9,48.0,0.0,1.0,2.0,3.0,77.0,11.2,1.1,25.0,1022.1,3.3,-8.1,14.1,2.8704119850187264,1.2687422166874225,경북,경주,양북,60233512
921,0.0953101798043248,3.0,36.68004444444444,128.8438888888889,7.9,7.9,47.0,0.0,1.0,2.0,3.0,77.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,경기,안성,원곡,9076598
922,0.262364264467491,2.0,37.59132777777778,128.49221944444443,7.1,6.5,45.0,0.0,1.0,2.0,1.0,11.0,6.3,3.0,44.0,936.0,4.2,-5.0,2.2,2.8704119850187264,1.2687422166874225,전북,고창,고창,18850933
573,0.1397619423751587,3.0,37.69822222222222,127.46781388888888,7.4,21.6,44.0,0.0,1.0,2.0,2.0,34.0,9.6,4.3,24.0,930.4,2.9,-10.0,8.2,2.8704119850187264,1.2687422166874225,경기,양평,용문,11677471
573,1.0986122886681096,2.0,37.61927222222222,127.36993055555556,7.4,21.6,44.0,0.0,1.0,2.0,2.0,34.0,12.8,4.6,20.0,1013.0,3.0,-9.6,17.5,0.0,0.0,전북,남원,산동,79779805
573,1.0986122886681096,2.0,37.61927222222222,127.36993055555556,7.4,21.6,44.0,0.0,1.0,2.0,2.0,34.0,14.9,3.6,14.0,1016.7,2.4,-12.4,14.3,2.8704119850187264,1.2687422166874225,강원,홍천,서,79779805
61,0.0295588022415443,1.0,37.326225,127.90735555555555,7.2,20.5,45.0,0.0,2.0,0.0,0.0,82.0,9.7,5.4,27.0,930.3,3.2,-8.4,10.1,2.8704119850187264,1.2687422166874225,충남,청양,청남,5229485
767,0.048790164169432,1.0,37.67009166666666,127.31481111111113,8.0,22.0,48.0,0.0,1.0,2.0,3.0,77.0,15.1,4.6,15.0,1012.8,2.6,-11.4,28.0,0.0,0.0,경기,화성,마도,6354712
276,0.1823215567939546,4.0,37.02690555555555,127.27898888888888,7.4,20.9,48.0,0.0,1.0,1.0,1.0,13.0,15.6,5.2,15.0,1009.1,2.6,-11.0,21.8,2.8704119850187264,1.2687422166874225,강원,양구,남,14167634
190,0.262364264467491,2.0,37.39494722222222,127.579125,6.5,22.7,44.0,0.0,2.0,0.0,0.0,82.0,15.6,5.2,15.0,1009.1,2.6,-11.0,21.8,2.8704119850187264,1.2687422166874225,경기,화성,서신,18850933
190,0.262364264467491,2.0,37.39494722222222,127.579125,6.5,22.7,44.0,0.0,2.0,0.0,0.0,82.0,17.2,2.5,13.0,1015.3,2.5,-11.5,20.8,0.0,0.0,전북,남원,도통,18850933
297,0.0392207131532812,4.0,37.01895833333333,127.9871,7.7,20.2,45.0,0.0,1.0,2.0,1.0,11.0,15.6,5.2,15.0,1009.1,2.6,-11.0,21.8,2.8704119850187264,1.2687422166874225,충북,보은,회인,5794803
297,0.0392207131532812,4.0,37.01895833333333,127.9871,7.7,20.2,45.0,0.0,1.0,2.0,1.0,11.0,17.2,2.5,13.0,1015.3,2.5,-11.5,20.8,0.0,0.0,경북,문경,가은,5794803
233,0.0953101798043248,1.0,37.718494444444445,127.24645,7.5,20.5,47.0,0.0,1.0,2.0,3.0,77.0,15.7,4.0,17.0,1013.0,3.0,-9.3,31.6,2.0,2.0,충북,충주,산척,9076598
971,0.0295588022415443,2.0,37.94846666666666,127.30578333333332,6.2,19.4,47.0,0.0,2.0,0.0,0.0,82.0,16.4,5.1,15.0,1009.2,2.8,-10.3,24.7,2.8704119850187264,1.2687422166874225,경북,의성,점곡,5229485
190,0.262364264467491,4.0,37.18635,126.98303611111112,7.6,21.2,50.0,0.0,1.0,2.0,2.0,34.0,16.1,4.7,10.0,1010.0,1.8,-15.6,26.5,2.8704119850187264,1.2687422166874225,충북,영동,영동,18850933
233,0.4700036292457355,2.0,37.60694166666667,127.29670277777778,8.0,22.0,48.0,0.0,1.0,2.0,2.0,33.0,15.7,3.3,21.0,1013.4,3.7,-6.6,31.9,0.0,0.0,경기,화성,팔탄,34999912
270,0.048790164169432,3.0,37.78626111111111,126.8510361111111,7.5,20.9,53.0,0.0,1.0,2.0,2.0,34.0,16.1,4.7,10.0,1010.0,1.8,-15.6,26.5,2.8704119850187264,1.2687422166874225,경남,하동,하동,6354712
793,0.0953101798043248,1.0,38.22095277777778,128.5613027777778,10.2,18.4,45.0,0.0,1.0,2.0,2.0,34.0,14.5,2.0,22.0,1016.9,3.6,-7.0,29.1,5.0,0.0,경기,가평,조종,9076598
521,0.0198026272961797,1.0,36.89346666666667,127.34711666666666,7.4,16.6,46.0,0.0,1.0,2.0,1.0,11.0,12.9,1.0,21.0,1017.6,3.1,-8.9,19.3,5.0,0.0,충남,당진,송악,4658651
573,0.0198026272961797,1.0,36.62478888888889,127.28879444444443,8.0,14.4,45.0,0.0,1.0,2.0,2.0,32.0,13.747929869032532,2.8929839391377854,36.94338825517533,1000.5656738487536,6.483903675538657,-2.145099281791297,20.881297548605243,2.8704119850187264,1.2687422166874225,충북,영동,심천,4658651
573,0.0392207131532812,1.0,37.50878611111112,126.68851944444444,7.9,20.9,64.0,0.0,1.0,2.0,2.0,34.0,6.4,0.8,62.0,1019.2,6.0,-0.3,9.2,9.0,0.0,경기,동두천,생연,5794803
922,0.009950330853168,1.0,37.13316944444445,128.21005833333334,5.4,12.6,47.0,0.0,1.0,2.0,2.0,34.0,15.3,1.6,15.0,1014.2,2.6,-11.2,17.8,0.0,0.0,충북,진천,이월,4082193
190,0.1397619423751587,1.0,34.89075277777778,127.19765555555556,7.2,13.0,40.0,0.0,1.0,2.0,2.0,34.0,15.8,1.6,21.0,1013.2,3.8,-6.5,35.4,0.0,0.0,인천,중,운남,11677471
721,0.0198026272961797,2.0,36.64846666666666,127.50616666666669,7.4,7.6,50.0,0.0,1.0,2.0,2.0,30.0,15.7,1.7,16.0,1015.3,2.8,-10.1,22.4,0.0,0.0,충남,홍성,장곡,4658651
163,0.0953101798043248,1.0,38.12699166666667,127.231325,5.2,11.9,51.0,0.0,1.0,2.0,2.0,34.0,8.2,3.1,36.0,930.5,3.9,-6.0,13.3,2.8704119850187264,1.2687422166874225,경북,영양,입암,9076598
522,0.009950330853168,1.0,37.17087222222222,128.27545833333335,5.4,12.6,47.0,0.0,1.0,1.0,1.0,14.0,12.9,1.3,21.0,1016.0,3.1,-8.9,21.7,0.0,0.0,경북,청도,매전,4082193
233,0.4054651081081644,1.0,36.38472222222222,127.43919722222222,6.7,6.5,49.0,0.0,1.0,1.0,2.0,30.0,12.9,2.5,31.0,1015.6,4.6,-3.8,28.0,0.0,0.0,경기,화성,송산,31223763
919,0.0198026272961797,2.0,36.79109166666667,126.45098333333334,6.5,16.2,58.0,0.0,1.0,2.0,2.0,34.0,11.1,1.7,28.0,1016.8,3.7,-6.7,20.1,0.0,0.0,강원,삼척,도계,4658651
371,0.048790164169432,2.0,37.148713888888885,126.90348055555556,7.5,14.0,55.0,0.0,1.0,2.0,2.0,34.0,9.7,1.1,30.0,1010.6,3.6,-7.0,19.2,2.8704119850187264,1.2687422166874225,충남,당진,석문,6354712
618,0.048790164169432,1.0,36.594369444444446,127.58375833333334,5.3,13.0,49.0,0.0,1.0,1.0,1.0,14.0,12.9,2.1,20.0,1012.1,3.0,-9.5,18.7,3.0,0.0,경기,양평,양서,6354712
504,0.009950330853168,1.0,35.48883611111111,127.46655277777778,3.7,15.5,56.0,0.0,1.0,1.0,2.0,49.0,11.6,4.6,37.0,1012.5,5.0,-2.6,19.4,3.0,0.0,인천,강화,길상,4082193
573,0.0953101798043248,1.0,37.37395277777778,127.76166111111112,4.0,12.6,47.0,0.0,1.0,2.0,2.0,30.0,12.5,3.0,20.0,1013.8,2.9,-9.9,17.3,2.8704119850187264,1.2687422166874225,강원,춘천,동,9076598
613,0.009950330853168,1.0,36.38486388888889,127.385925,4.7,14.4,50.0,0.0,2.0,0.0,0.0,81.0,12.0,1.6,25.0,1011.2,3.5,-7.4,16.1,2.8704119850187264,1.2687422166874225,경기,양주,마전,4082193
233,0.0392207131532812,2.0,35.868922222222224,128.51076111111112,5.7,8.3,64.0,0.0,1.0,2.0,2.0,34.0,13.6,3.3,31.0,1019.9,4.8,-3.2,27.4,6.0,2.0,경기,가평,청평,5794803
250,0.0582689081239757,1.0,37.00888611111111,127.7097888888889,5.5,13.7,54.0,0.0,1.0,1.0,1.0,14.0,10.6,2.6,29.0,1014.7,3.7,-6.7,19.1,0.0,0.0,경기,화성,비봉,6909313
295,0.1823215567939546,2.0,37.22363611111111,128.14303611111112,4.6,12.6,54.0,0.0,1.0,2.0,3.0,77.0,9.1,1.1,31.0,1015.5,3.6,-7.1,16.3,0.0,0.0,경북,영주,이산,14167634
573,0.009950330853168,1.0,35.84706388888889,128.71821944444446,4.9,11.9,59.0,0.0,1.0,2.0,1.0,11.0,11.3,2.4,23.0,1013.1,3.1,-9.1,16.1,2.8704119850187264,1.2687422166874225,강원,강릉,옥계,4082193
190,0.1823215567939546,2.0,37.87560555555556,127.04554166666668,4.7,7.9,48.0,0.0,1.0,1.0,1.0,13.0,12.1,1.3,15.0,1009.5,2.1,-13.8,17.7,2.8704119850187264,1.2687422166874225,경기,화성,비봉,14167634
767,0.048790164169432,1.0,37.88840833333333,127.73390833333332,3.7,6.5,54.0,0.0,1.0,2.0,2.0,30.0,5.5,1.2,34.0,1015.3,3.1,-9.1,11.6,2.8704119850187264,1.2687422166874225,충북,충주,산척,6354712
196,0.0861776962410523,3.0,37.47958888888889,127.31173055555556,6.1,10.4,49.0,0.0,1.0,2.0,1.0,11.0,5.6,0.8,53.0,1016.2,4.8,-3.2,20.1,0.0,0.0,전남,장성,장성,8542257
767,0.262364264467491,3.0,35.73822777777778,129.26255277777778,6.7,16.6,66.0,0.9,1.0,2.0,2.0,34.0,11.5,2.3,22.0,1009.5,3.0,-9.5,13.6,5.0,5.0,대구,달성,구지,18850933
573,0.0295588022415443,1.0,36.779741666666666,127.73795,3.9,19.1,58.0,0.0,1.0,2.0,3.0,77.0,9.9,3.5,25.0,1009.9,3.0,-9.2,19.2,1.0,1.0,전남,순천,황전,5229485
922,0.009950330853168,0.0,36.76708055555555,126.30205833333332,5.9,34.4,56.0,0.0,1.0,1.0,1.0,14.0,9.7,3.1,25.0,1010.5,3.0,-9.4,19.7,1.0,1.0,대구,달성,구지,4082193
190,0.262364264467491,2.0,37.88840833333333,127.73390833333332,2.9,9.7,69.0,0.1,1.0,2.0,1.0,11.0,10.2,2.4,31.0,1007.8,3.8,-6.2,16.2,2.8704119850187264,1.2687422166874225,충남,공주,주미,18850933
793,0.0953101798043248,2.0,38.10162222222223,127.54999722222222,1.2,7.9,70.0,1.8,1.0,2.0,2.0,33.0,-1.7,3.6,93.0,925.7,5.0,-2.6,0.0,2.8704119850187264,1.2687422166874225,경기,안성,삼죽,9076598
793,0.0198026272961797,3.0,35.075450000000004,128.26698055555556,8.5,19.4,53.0,0.0,1.0,2.0,2.0,34.0,11.0,3.1,43.0,1010.2,5.6,-1.1,24.2,4.0,4.0,경북,영주,부석,4658651
190,0.009950330853168,0.0,36.81018333333333,127.462775,3.9,19.1,58.0,0.0,1.0,1.0,1.0,14.0,6.7,1.6,42.0,1011.8,4.1,-5.3,12.3,0.0,0.0,대전,유성,구룡,4082193
767,0.0198026272961797,2.0,35.50714166666667,127.2846611111111,3.2,20.9,60.0,0.0,1.0,1.0,2.0,49.0,4.5,0.9,65.0,1012.1,5.5,-1.5,6.7,0.0,0.0,강원,홍천,서,4658651
233,0.0953101798043248,2.0,37.77260555555556,127.51562777777778,4.4,9.0,71.0,0.0,1.0,2.0,2.0,34.0,2.2,3.6,66.0,925.2,4.7,-3.5,7.0,2.8704119850187264,1.2687422166874225,경기,가평,설악,9076598
765,0.009950330853168,0.0,36.062425,128.33228333333332,6.4,8.3,60.0,0.0,1.0,2.0,2.0,32.0,15.5,1.5,18.0,1007.6,3.2,-8.7,22.9,7.0,0.0,전남,장흥,장동,4082193
699,0.262364264467491,1.0,37.16161388888889,128.62,4.7,8.3,71.0,0.0,1.0,2.0,2.0,34.0,4.0,4.5,62.0,924.9,5.0,-2.6,14.4,2.8704119850187264,1.2687422166874225,충북,청주,청원,18850933
270,0.048790164169432,1.0,35.088825,127.87386666666666,9.3,9.7,45.0,0.0,2.0,0.0,0.0,82.0,14.2,1.1,23.0,1008.9,3.7,-6.6,30.7,5.0,0.0,경북,안동,일직,6354712
573,0.0861776962410523,2.0,37.71073333333334,126.42698333333334,4.5,19.8,61.0,0.0,1.0,2.0,2.0,30.0,8.6,5.1,45.0,1009.3,5.0,-2.6,17.1,8.0,0.0,강원,원주,호저,8542257
715,0.1484200051182732,0.0,37.46149444444445,126.66489166666668,5.7,20.2,61.0,0.0,1.0,2.0,1.0,11.0,14.2,1.1,23.0,1008.9,3.7,-6.6,30.7,5.0,0.0,강원,홍천,내촌,12184054
793,0.1823215567939546,4.0,36.46389722222222,129.09085000000002,8.5,19.8,60.0,0.0,1.0,2.0,1.0,11.0,12.3,2.6,32.0,1011.2,4.6,-3.9,28.1,3.0,0.0,인천,부평,청천,14167634
276,0.048790164169432,2.0,35.54911111111111,127.72926944444444,7.4,10.4,50.0,0.0,1.0,2.0,2.0,34.0,9.0,2.3,46.0,1011.8,5.3,-2.0,11.9,3.0,0.0,서울,금천,시흥5,6354712
573,0.262364264467491,2.0,37.88840833333333,127.73390833333332,5.6,17.3,64.0,0.0,1.0,2.0,2.0,33.0,13.1,3.8,38.0,1008.6,5.7,-0.9,9.8,2.8704119850187264,1.2687422166874225,전북,부안,하서,18850933
767,0.009950330853168,1.0,35.85373333333334,127.2472638888889,6.9,11.9,46.0,0.0,1.0,2.0,2.0,34.0,13.1,4.4,28.0,1011.5,4.2,-5.0,14.2,7.0,0.0,강원,강릉,강동,4082193
958,0.009950330853168,1.0,37.47359444444445,126.94485277777778,6.7,19.1,64.0,0.0,1.0,2.0,1.0,11.0,13.2,2.8,45.0,1008.8,6.8,1.5,19.1,10.0,10.0,울산,동,방어,4082193
958,0.009950330853168,1.0,37.47359444444445,126.94485277777778,6.7,19.1,64.0,0.0,1.0,2.0,1.0,11.0,16.4,2.3,19.0,1012.0,3.5,-7.3,21.2,4.0,4.0,충남,부여,양화,4082193
371,0.5877866649021191,4.0,35.57854722222223,127.41973055555556,5.9,10.4,52.0,0.0,2.0,0.0,0.0,82.0,13.2,2.8,45.0,1008.8,6.8,1.5,19.1,10.0,10.0,강원,강릉,강동,41891397
371,0.5877866649021191,4.0,35.57854722222223,127.41973055555556,5.9,10.4,52.0,0.0,2.0,0.0,0.0,82.0,16.4,2.3,19.0,1012.0,3.5,-7.3,21.2,4.0,4.0,경남,거제,하청,41891397
573,0.7884573603642702,2.0,36.38486388888889,127.385925,7.2,12.2,51.0,0.0,1.0,2.0,1.0,11.0,16.1,1.4,17.0,1011.7,3.1,-9.0,17.2,9.0,0.0,울산,울주,온양,57632640
182,0.0295588022415443,1.0,35.789877777777775,129.46768333333333,8.8,11.5,50.0,0.0,1.0,2.0,2.0,32.0,14.6,2.3,24.0,1014.7,4.0,-5.7,27.4,0.0,0.0,경북,군위,고로,5229485
715,0.4054651081081644,4.0,37.027925,127.15289166666668,7.1,18.4,58.0,0.0,1.0,2.0,2.0,34.0,10.6,0.9,45.0,1007.5,5.8,-0.8,9.6,2.8704119850187264,1.2687422166874225,전남,강진,강진,31223763
514,0.009950330853168,2.0,35.44818055555555,126.73833055555556,8.0,11.5,45.0,0.0,1.0,1.0,2.0,46.0,12.2,0.7,30.0,1014.6,4.3,-4.8,16.3,2.0,0.0,부산,해운대,재송,4082193
573,0.262364264467491,2.0,37.49064444444445,127.61720277777778,4.6,5.0,50.0,0.0,1.0,2.0,1.0,11.0,13.9,2.7,23.0,1015.4,3.6,-6.9,9.7,2.8704119850187264,1.2687422166874225,경기,양평,양서,18850933
767,0.3364722366212129,2.0,35.48883611111111,127.46655277777778,5.8,7.2,41.0,0.0,1.0,2.0,2.0,34.0,13.7,5.3,26.0,1014.0,4.1,-5.4,15.8,0.0,0.0,울산,북,어물,27186990
767,0.048790164169432,3.0,37.69593333333333,127.69703333333334,4.3,5.8,52.0,0.0,1.0,2.0,3.0,77.0,16.2,1.1,18.0,1011.1,3.3,-8.1,12.5,2.8704119850187264,1.2687422166874225,경북,상주,사벌,6354712
215,0.0392207131532812,1.0,36.81137777777778,127.0162,6.1,9.4,46.0,0.0,1.0,2.0,2.0,30.0,16.2,1.6,13.0,1013.7,2.4,-12.3,16.0,0.0,0.0,충북,충주,신니,5794803
715,0.0295588022415443,1.0,37.21860555555556,126.74449166666666,6.1,10.1,52.0,0.0,1.0,2.0,2.0,34.0,15.2,4.8,18.0,1007.5,3.1,-9.0,14.7,2.8704119850187264,1.2687422166874225,울산,울주,서생,5229485
371,1.824549292051045,3.0,36.11091111111112,128.9727,6.0,11.5,46.0,0.0,1.0,2.0,3.0,77.0,15.8,2.2,12.0,1014.7,2.1,-13.6,28.3,0.0,0.0,경기,화성,서신,134254379
360,0.262364264467491,5.0,38.04270277777778,128.01122222222222,3.8,8.3,53.0,0.0,2.0,0.0,0.0,82.0,10.1,3.6,20.0,929.9,2.5,-11.9,12.4,2.8704119850187264,1.2687422166874225,경기,광주,곤지암,18850933
573,0.0861776962410523,1.0,37.20601666666667,126.67361111111111,6.1,9.0,56.0,0.0,1.0,2.0,1.0,11.0,14.9,1.2,16.0,1008.0,2.7,-10.7,15.9,2.8704119850187264,1.2687422166874225,충북,청주,서원,8542257
659,0.0198026272961797,1.0,35.42371111111111,127.38693611111113,5.8,7.2,41.0,0.0,1.0,2.0,2.0,34.0,15.1,1.7,15.0,1014.4,2.6,-11.4,22.8,0.0,0.0,경기,양평,용문,4658651
582,0.0953101798043248,1.0,36.40855833333333,127.51729166666668,6.4,6.1,43.0,0.0,2.0,0.0,0.0,82.0,13.9,1.5,15.0,1014.9,2.4,-12.3,19.9,2.0,0.0,전남,곡성,옥과,9076598
514,0.0861776962410523,1.0,36.60191388888889,128.01920833333335,4.8,7.9,46.0,0.0,1.0,2.0,1.0,11.0,14.1,2.3,16.0,1005.0,2.6,-11.4,24.7,2.0,0.0,전북,완주,상관,8542257
